pos:C,name:Thurman Munson,age:28,games:157,plate_appearances:661,at_bats:597,runs:83,hits:190,doubles:24,triples:3,home_runs:12,runs_batted_in:102,stolen_bases:3,caught_stealing:2,walks:45,strikeouts:52,batting_avg:.318,onbase:.366,slugging:.429,ops:erc">.429,ops+:lugging">.795,bases:256,double_plays:23,hit_by_pitch:6,sac_hits:3,sac_flies:10,intentional_walks:8
pos:DH,name:Walt Williams,age:31,games:82,plate_appearances:200,at_bats:185,runs:27,hits:52,doubles:5,triples:1,home_runs:5,runs_batted_in:16,stolen_bases:0,caught_stealing:1,walks:8,strikeouts:23,batting_avg:.281,onbase:.320,slugging:.400,ops:erc">.400,ops+:lugging">.720,bases:74,double_plays:4,hit_by_pitch:3,sac_hits:3,sac_flies:1,intentional_walks:1
pos:DH,name:Rick Dempsey,age:25,games:71,plate_appearances:170,at_bats:145,runs:18,hits:38,doubles:8,triples:0,home_runs:1,runs_batted_in:11,stolen_bases:0,caught_stealing:0,walks:21,strikeouts:15,batting_avg:.262,onbase:.353,slugging:.338,ops:erc">.338,ops+:lugging">.691,bases:49,double_plays:5,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:1
pos:CF,name:Rick Bladt,age:28,games:52,plate_appearances:133,at_bats:117,runs:13,hits:26,doubles:3,triples:1,home_runs:1,runs_batted_in:11,stolen_bases:6,caught_stealing:2,walks:11,strikeouts:8,batting_avg:.222,onbase:.292,slugging:.291,ops:erc">.291,ops+:lugging">.583,bases:34,double_plays:1,hit_by_pitch:1,sac_hits:3,sac_flies:1,intentional_walks:0
pos:DH,name:Alex Johnson,age:32,games:52,plate_appearances:128,at_bats:119,runs:15,hits:31,doubles:5,triples:1,home_runs:1,runs_batted_in:15,stolen_bases:2,caught_stealing:3,walks:7,strikeouts:21,batting_avg:.261,onbase:.297,slugging:.345,ops:erc">.345,ops+:lugging">.641,bases:41,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:1
pos:CF,name:Rich Coggins,age:24,games:51,plate_appearances:119,at_bats:107,runs:7,hits:24,doubles:1,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:3,caught_stealing:3,walks:7,strikeouts:16,batting_avg:.224,onbase:.272,slugging:.262,ops:erc">.262,ops+:lugging">.534,bases:28,double_plays:1,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:DH,name:Ron Blomberg,age:26,games:34,plate_appearances:119,at_bats:106,runs:18,hits:27,doubles:8,triples:2,home_runs:4,runs_batted_in:17,stolen_bases:0,caught_stealing:0,walks:13,strikeouts:10,batting_avg:.255,onbase:.336,slugging:.481,ops:erc">.481,ops+:lugging">.817,bases:51,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:RF,name:Terry Whitfield,age:22,games:28,plate_appearances:84,at_bats:81,runs:9,hits:22,doubles:1,triples:1,home_runs:0,runs_batted_in:7,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:17,batting_avg:.272,onbase:.274,slugging:.309,ops:erc">.309,ops+:lugging">.582,bases:25,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
pos:SS,name:Ed Brinkman,age:33,games:45,plate_appearances:68,at_bats:63,runs:2,hits:11,doubles:4,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:6,batting_avg:.175,onbase:.224,slugging:.270,ops:erc">.270,ops+:lugging">.494,bases:17,double_plays:3,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:CI,name:Bob Oliver,age:32,games:18,plate_appearances:39,at_bats:38,runs:3,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:9,batting_avg:.132,onbase:.154,slugging:.158,ops:erc">.158,ops+:lugging">.312,bases:6,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CF,name:Kerry Dineen,age:22,games:7,plate_appearances:24,at_bats:22,runs:3,hits:8,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:1,batting_avg:.364,onbase:.417,slugging:.409,ops:erc">.409,ops+:lugging">.826,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Dave Bergman,age:22,games:7,plate_appearances:19,at_bats:17,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:4,batting_avg:.000,onbase:.105,slugging:.000,ops:erc">.000,ops+:lugging">.105,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Otto Velez,age:24,games:6,plate_appearances:10,at_bats:8,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:0,batting_avg:.250,onbase:.400,slugging:.250,ops:erc">.250,ops+:lugging">.650,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Larry Murray,age:22,games:6,plate_appearances:1,at_bats:1,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Eddie Leon,age:28,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tippy Martinez,age:25,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Doc Medich,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rudy May,age:30,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rick Sawyer,age:27,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Larry Gura,age:27,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dick Tidrow,age:28,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Pat Dobson,age:33,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Catfish Hunter,age:29,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dave Pagan,age:25,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Wallace,age:24,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ron Guidry,age:24,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Sparky Lyle,age:30,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
