pos:C,name:Brian McCann,age:28,games:121,plate_appearances:487,at_bats:439,runs:44,hits:101,doubles:14,triples:0,home_runs:20,runs_batted_in:67,stolen_bases:3,caught_stealing:0,walks:44,strikeouts:76,batting_avg:.230,onbase:.300,slugging:.399,ops:erc">.399,ops+:lugging">.698,bases:175,double_plays:15,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:7
pos:SS,name:Andrelton Simmons,age:22,games:49,plate_appearances:182,at_bats:166,runs:17,hits:48,doubles:8,triples:2,home_runs:3,runs_batted_in:19,stolen_bases:1,caught_stealing:0,walks:12,strikeouts:21,batting_avg:.289,onbase:.335,slugging:.416,ops:erc">.416,ops+:lugging">.751,bases:69,double_plays:5,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:1
pos:UT,name:Eric Hinske,age:34,games:91,plate_appearances:147,at_bats:132,runs:9,hits:26,doubles:7,triples:1,home_runs:2,runs_batted_in:13,stolen_bases:0,caught_stealing:0,walks:14,strikeouts:41,batting_avg:.197,onbase:.272,slugging:.311,ops:erc">.311,ops+:lugging">.583,bases:41,double_plays:5,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:2
pos:LF,name:Matt Diaz,age:34,games:51,plate_appearances:118,at_bats:108,runs:10,hits:24,doubles:6,triples:0,home_runs:2,runs_batted_in:13,stolen_bases:0,caught_stealing:0,walks:9,strikeouts:21,batting_avg:.222,onbase:.280,slugging:.333,ops:erc">.333,ops+:lugging">.613,bases:36,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:OF,name:Reed Johnson,age:35,games:43,plate_appearances:105,at_bats:100,runs:7,hits:27,doubles:5,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:3,strikeouts:18,batting_avg:.270,onbase:.305,slugging:.320,ops:erc">.320,ops+:lugging">.625,bases:32,double_plays:1,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Jose Constanza,age:28,games:37,plate_appearances:86,at_bats:76,runs:8,hits:19,doubles:2,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:5,caught_stealing:2,walks:8,strikeouts:21,batting_avg:.250,onbase:.321,slugging:.276,ops:erc">.276,ops+:lugging">.598,bases:21,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:2
pos:SS,name:Jack Wilson,age:34,games:40,plate_appearances:77,at_bats:71,runs:4,hits:12,doubles:1,triples:1,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:12,batting_avg:.169,onbase:.189,slugging:.211,ops:erc">.211,ops+:lugging">.400,bases:15,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:1
pos:1B,name:Lyle Overbay,age:35,games:20,plate_appearances:21,at_bats:20,runs:1,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:8,batting_avg:.100,onbase:.143,slugging:.150,ops:erc">.150,ops+:lugging">.293,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Jeff Baker,age:31,games:14,plate_appearances:20,at_bats:19,runs:1,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.105,onbase:.150,slugging:.105,ops:erc">.105,ops+:lugging">.255,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:C,name:J.C. Boscan,age:32,games:6,plate_appearances:10,at_bats:10,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tim Hudson,age:36,games:27,plate_appearances:67,at_bats:55,runs:4,hits:12,doubles:3,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:18,batting_avg:.218,onbase:.250,slugging:.273,ops:erc">.273,ops+:lugging">.523,bases:15,double_plays:0,hit_by_pitch:1,sac_hits:7,sac_flies:2,intentional_walks:0
pos:P,name:Tommy Hanson,age:25,games:29,plate_appearances:61,at_bats:49,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:30,batting_avg:.020,onbase:.059,slugging:.020,ops:erc">.020,ops+:lugging">.079,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:10,sac_flies:0,intentional_walks:0
pos:P,name:Mike Minor,age:24,games:28,plate_appearances:61,at_bats:55,runs:5,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:26,batting_avg:.073,onbase:.105,slugging:.091,ops:erc">.091,ops+:lugging">.196,bases:5,double_plays:1,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Kris Medlen,age:26,games:46,plate_appearances:39,at_bats:33,runs:3,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:15,batting_avg:.121,onbase:.216,slugging:.152,ops:erc">.152,ops+:lugging">.368,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Brandon Beachy,age:25,games:14,plate_appearances:31,at_bats:27,runs:3,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:17,batting_avg:.185,onbase:.241,slugging:.222,ops:erc">.222,ops+:lugging">.464,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Randall Delgado,age:22,games:16,plate_appearances:28,at_bats:25,runs:3,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:9,batting_avg:.240,onbase:.240,slugging:.240,ops:erc">.240,ops+:lugging">.480,bases:6,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Paul Maholm,age:30,games:11,plate_appearances:25,at_bats:24,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:16,batting_avg:.042,onbase:.042,slugging:.042,ops:erc">.042,ops+:lugging">.083,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jair Jurrjens,age:26,games:10,plate_appearances:17,at_bats:13,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.077,onbase:.143,slugging:.077,ops:erc">.077,ops+:lugging">.220,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Ben Sheets,age:33,games:9,plate_appearances:17,at_bats:13,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.000,onbase:.071,slugging:.000,ops:erc">.000,ops+:lugging">.071,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Luis Avilan,age:22,games:31,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Cristhian Martinez,age:30,games:52,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Livan Hernandez,age:37,games:18,plate_appearances:2,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:.000,onbase:.500,slugging:.000,ops:erc">.000,ops+:lugging">.500,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Julio Teheran,age:21,games:2,plate_appearances:2,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:.000,onbase:.500,slugging:.000,ops:erc">.000,ops+:lugging">.500,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jonny Venters,age:27,games:60,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Chad Durbin,age:34,games:71,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Anthony Varvaro,age:27,games:10,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Eric O'Flaherty,age:27,games:60,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Cory Gearrin,age:26,games:22,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Craig Kimbrel,age:24,games:59,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Miguel Batista,age:41,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Peter Moylan,age:33,games:8,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
