pos:C,name:Ted Simmons,age:27,games:150,plate_appearances:601,at_bats:516,runs:82,hits:164,doubles:25,triples:3,home_runs:21,runs_batted_in:95,stolen_bases:2,caught_stealing:6,walks:79,strikeouts:37,batting_avg:.318,onbase:.408,slugging:.500,ops:erc">.500,ops+:lugging">.908,bases:258,double_plays:20,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:25
pos:CF,name:Bake McBride,age:28,games:43,plate_appearances:132,at_bats:122,runs:21,hits:32,doubles:5,triples:1,home_runs:4,runs_batted_in:20,stolen_bases:9,caught_stealing:3,walks:7,strikeouts:19,batting_avg:.262,onbase:.298,slugging:.418,ops:erc">.418,ops+:lugging">.716,bases:51,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:2
pos:C,name:Dave Rader,age:28,games:66,plate_appearances:129,at_bats:114,runs:15,hits:30,doubles:7,triples:1,home_runs:1,runs_batted_in:16,stolen_bases:1,caught_stealing:0,walks:9,strikeouts:10,batting_avg:.263,onbase:.310,slugging:.368,ops:erc">.368,ops+:lugging">.678,bases:42,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:3,intentional_walks:0
pos:2B,name:Mike Phillips,age:26,games:48,plate_appearances:97,at_bats:87,runs:17,hits:21,doubles:3,triples:2,home_runs:0,runs_batted_in:9,stolen_bases:1,caught_stealing:0,walks:9,strikeouts:13,batting_avg:.241,onbase:.320,slugging:.322,ops:erc">.322,ops+:lugging">.641,bases:28,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:1
pos:UT,name:Roger Freed,age:31,games:49,plate_appearances:95,at_bats:83,runs:10,hits:33,doubles:2,triples:1,home_runs:5,runs_batted_in:21,stolen_bases:0,caught_stealing:0,walks:11,strikeouts:9,batting_avg:.398,onbase:.463,slugging:.627,ops:erc">.627,ops+:lugging">1.090,bases:52,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Rick Bosetti,age:23,games:41,plate_appearances:76,at_bats:69,runs:12,hits:16,doubles:0,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:4,caught_stealing:4,walks:6,strikeouts:11,batting_avg:.232,onbase:.303,slugging:.232,ops:erc">.232,ops+:lugging">.535,bases:16,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Dane Iorg,age:27,games:30,plate_appearances:38,at_bats:32,runs:2,hits:10,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:5,strikeouts:4,batting_avg:.313,onbase:.395,slugging:.344,ops:erc">.344,ops+:lugging">.738,bases:11,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Jim Dwyer,age:27,games:13,plate_appearances:37,at_bats:31,runs:3,hits:7,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:5,batting_avg:.226,onbase:.351,slugging:.258,ops:erc">.258,ops+:lugging">.609,bases:8,double_plays:0,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Joel Youngblood,age:25,games:25,plate_appearances:30,at_bats:27,runs:1,hits:5,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:2,walks:3,strikeouts:5,batting_avg:.185,onbase:.267,slugging:.259,ops:erc">.259,ops+:lugging">.526,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:3B,name:Taylor Duncan,age:24,games:8,plate_appearances:15,at_bats:12,runs:2,hits:4,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:1,batting_avg:.333,onbase:.400,slugging:.583,ops:erc">.583,ops+:lugging">.983,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:2B,name:Jerry DaVanon,age:31,games:9,plate_appearances:9,at_bats:8,runs:2,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.000,onbase:.111,slugging:.000,ops:erc">.000,ops+:lugging">.111,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Ken Oberkfell,age:21,games:9,plate_appearances:9,at_bats:9,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.111,onbase:.111,slugging:.111,ops:erc">.111,ops+:lugging">.222,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Mike Potter,age:26,games:5,plate_appearances:7,at_bats:7,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:John Tamargo,age:25,games:4,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Benny Ayala,age:26,games:1,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Bob Forsch,age:27,games:35,plate_appearances:86,at_bats:72,runs:6,hits:12,doubles:4,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:29,batting_avg:.167,onbase:.189,slugging:.222,ops:erc">.222,ops+:lugging">.411,bases:16,double_plays:0,hit_by_pitch:0,sac_hits:12,sac_flies:0,intentional_walks:0
pos:P,name:Eric Rasmussen,age:25,games:34,plate_appearances:83,at_bats:72,runs:4,hits:10,doubles:5,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:27,batting_avg:.139,onbase:.195,slugging:.208,ops:erc">.208,ops+:lugging">.403,bases:15,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:John Denny,age:24,games:26,plate_appearances:58,at_bats:51,runs:4,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:15,batting_avg:.098,onbase:.132,slugging:.098,ops:erc">.098,ops+:lugging">.230,bases:5,double_plays:1,hit_by_pitch:1,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Pete Falcone,age:23,games:27,plate_appearances:47,at_bats:41,runs:3,hits:10,doubles:0,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:12,batting_avg:.244,onbase:.279,slugging:.293,ops:erc">.293,ops+:lugging">.572,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:John Urrea,age:22,games:41,plate_appearances:41,at_bats:29,runs:2,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:9,strikeouts:6,batting_avg:.138,onbase:.342,slugging:.138,ops:erc">.138,ops+:lugging">.480,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Tom Underwood,age:23,games:19,plate_appearances:36,at_bats:30,runs:4,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:7,batting_avg:.133,onbase:.206,slugging:.167,ops:erc">.167,ops+:lugging">.373,bases:5,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:P,name:Buddy Schultz,age:26,games:41,plate_appearances:16,at_bats:12,runs:1,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:5,batting_avg:.167,onbase:.286,slugging:.167,ops:erc">.167,ops+:lugging">.452,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Clay Carroll,age:36,games:51,plate_appearances:14,at_bats:11,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.091,onbase:.091,slugging:.091,ops:erc">.091,ops+:lugging">.182,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Larry Dierker,age:30,games:11,plate_appearances:10,at_bats:8,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Al Hrabosky,age:27,games:65,plate_appearances:8,at_bats:8,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rawly Eastwick,age:26,games:41,plate_appearances:7,at_bats:5,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:2,batting_avg:.400,onbase:.571,slugging:.400,ops:erc">.400,ops+:lugging">.971,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Butch Metzger,age:25,games:58,plate_appearances:6,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:John D'Acquisto,age:25,games:3,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Sutton,age:24,games:14,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Doug Capilla,age:25,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
