pos:C,name:Rick Dempsey,age:28,games:136,plate_appearances:498,at_bats:441,runs:41,hits:114,doubles:25,triples:0,home_runs:6,runs_batted_in:32,stolen_bases:7,caught_stealing:3,walks:48,strikeouts:54,batting_avg:.259,onbase:.327,slugging:.356,ops:erc">.356,ops+:lugging">.683,bases:157,double_plays:11,hit_by_pitch:0,sac_hits:3,sac_flies:6,intentional_walks:2
pos:OF,name:Carlos Lopez,age:29,games:129,plate_appearances:207,at_bats:193,runs:21,hits:46,doubles:6,triples:0,home_runs:4,runs_batted_in:20,stolen_bases:5,caught_stealing:7,walks:9,strikeouts:34,batting_avg:.238,onbase:.273,slugging:.332,ops:erc">.332,ops+:lugging">.605,bases:64,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:1
pos:SS,name:Kiko Garcia,age:24,games:79,plate_appearances:199,at_bats:186,runs:17,hits:49,doubles:6,triples:4,home_runs:0,runs_batted_in:13,stolen_bases:7,caught_stealing:1,walks:7,strikeouts:43,batting_avg:.263,onbase:.287,slugging:.339,ops:erc">.339,ops+:lugging">.626,bases:63,double_plays:5,hit_by_pitch:0,sac_hits:4,sac_flies:2,intentional_walks:0
pos:OF,name:Al Bumbry,age:31,games:33,plate_appearances:134,at_bats:114,runs:21,hits:27,doubles:5,triples:2,home_runs:2,runs_batted_in:6,stolen_bases:5,caught_stealing:3,walks:17,strikeouts:15,batting_avg:.237,onbase:.346,slugging:.368,ops:erc">.368,ops+:lugging">.714,bases:42,double_plays:4,hit_by_pitch:2,sac_hits:1,sac_flies:0,intentional_walks:0
pos:DH,name:Terry Crowley,age:31,games:62,plate_appearances:105,at_bats:95,runs:9,hits:24,doubles:2,triples:0,home_runs:0,runs_batted_in:12,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:12,batting_avg:.253,onbase:.314,slugging:.274,ops:erc">.274,ops+:lugging">.588,bases:26,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:C,name:Dave Skaggs,age:27,games:36,plate_appearances:98,at_bats:86,runs:6,hits:13,doubles:1,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:1,walks:9,strikeouts:14,batting_avg:.151,onbase:.232,slugging:.186,ops:erc">.186,ops+:lugging">.418,bases:16,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:1
pos:LF,name:Gary Roenicke,age:23,games:27,plate_appearances:70,at_bats:58,runs:5,hits:15,doubles:3,triples:0,home_runs:3,runs_batted_in:15,stolen_bases:0,caught_stealing:1,walks:8,strikeouts:3,batting_avg:.259,onbase:.348,slugging:.466,ops:erc">.466,ops+:lugging">.813,bases:27,double_plays:3,hit_by_pitch:1,sac_hits:1,sac_flies:2,intentional_walks:0
pos:OF,name:Mike Anderson,age:27,games:53,plate_appearances:36,at_bats:32,runs:2,hits:3,doubles:0,triples:1,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:10,batting_avg:.094,onbase:.171,slugging:.156,ops:erc">.156,ops+:lugging">.328,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Elrod Hendricks,age:37,games:12,plate_appearances:21,at_bats:18,runs:4,hits:6,doubles:1,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:3,batting_avg:.333,onbase:.429,slugging:.556,ops:erc">.556,ops+:lugging">.984,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:2
pos:OF,name:Mike Dimmel,age:23,games:8,plate_appearances:0,at_bats:0,runs:2,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:1,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tippy Martinez,age:28,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott McGregor,age:24,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Flanagan,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Flinn,age:23,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tim Stoddard,age:25,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dave Ford,age:21,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Sammy Stewart,age:23,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dennis Martinez,age:24,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Earl Stephenson,age:30,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Nelson Briles,age:34,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Palmer,age:32,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Don Stanhouse,age:27,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Joe Kerrigan,age:24,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
