pos:C,name:Wilson Ramos,age:26,games:88,plate_appearances:361,at_bats:341,runs:32,hits:91,doubles:12,triples:0,home_runs:11,runs_batted_in:47,stolen_bases:0,caught_stealing:0,walks:17,strikeouts:57,batting_avg:.267,onbase:.299,slugging:.399,ops:erc">.399,ops+:lugging">.698,bases:136,double_plays:17,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:2
pos:2B,name:Asdrubal Cabrera,age:28,games:49,plate_appearances:200,at_bats:175,runs:20,hits:40,doubles:9,triples:2,home_runs:5,runs_batted_in:21,stolen_bases:3,caught_stealing:0,walks:22,strikeouts:29,batting_avg:.229,onbase:.312,slugging:.389,ops:erc">.389,ops+:lugging">.700,bases:68,double_plays:4,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:1
pos:LF,name:Nate McLouth,age:32,games:79,plate_appearances:162,at_bats:139,runs:10,hits:24,doubles:6,triples:0,home_runs:1,runs_batted_in:7,stolen_bases:4,caught_stealing:1,walks:16,strikeouts:35,batting_avg:.173,onbase:.280,slugging:.237,ops:erc">.237,ops+:lugging">.517,bases:33,double_plays:0,hit_by_pitch:5,sac_hits:1,sac_flies:1,intentional_walks:1
pos:1B,name:Tyler Moore,age:27,games:42,plate_appearances:100,at_bats:91,runs:8,hits:21,doubles:2,triples:0,home_runs:4,runs_batted_in:14,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:29,batting_avg:.231,onbase:.300,slugging:.385,ops:erc">.385,ops+:lugging">.685,bases:35,double_plays:2,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Scott Hairston,age:34,games:61,plate_appearances:87,at_bats:77,runs:6,hits:16,doubles:4,triples:0,home_runs:1,runs_batted_in:8,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:26,batting_avg:.208,onbase:.253,slugging:.299,ops:erc">.299,ops+:lugging">.552,bases:23,double_plays:2,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:0
pos:C,name:Sandy Leon,age:25,games:20,plate_appearances:70,at_bats:64,runs:7,hits:10,doubles:1,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:20,batting_avg:.156,onbase:.229,slugging:.219,ops:erc">.219,ops+:lugging">.447,bases:14,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Zach Walters,age:24,games:32,plate_appearances:43,at_bats:39,runs:7,hits:8,doubles:1,triples:0,home_runs:3,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:16,batting_avg:.205,onbase:.279,slugging:.462,ops:erc">.462,ops+:lugging">.741,bases:18,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Michael A. Taylor,age:23,games:17,plate_appearances:43,at_bats:39,runs:5,hits:8,doubles:3,triples:0,home_runs:1,runs_batted_in:5,stolen_bases:0,caught_stealing:2,walks:3,strikeouts:17,batting_avg:.205,onbase:.279,slugging:.359,ops:erc">.359,ops+:lugging">.638,bases:14,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Nate Schierholtz,age:30,games:23,plate_appearances:42,at_bats:40,runs:3,hits:9,doubles:1,triples:1,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:2,strikeouts:8,batting_avg:.225,onbase:.262,slugging:.375,ops:erc">.375,ops+:lugging">.637,bases:15,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Greg Dobbs,age:35,games:21,plate_appearances:30,at_bats:28,runs:0,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.214,onbase:.233,slugging:.250,ops:erc">.250,ops+:lugging">.483,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Steven Souza Jr.,age:25,games:21,plate_appearances:26,at_bats:23,runs:2,hits:3,doubles:0,triples:0,home_runs:2,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:7,batting_avg:.130,onbase:.231,slugging:.391,ops:erc">.391,ops+:lugging">.622,bases:9,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Jeff Kobernus,age:26,games:4,plate_appearances:8,at_bats:6,runs:2,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.000,onbase:.250,slugging:.000,ops:erc">.000,ops+:lugging">.250,bases:0,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Stephen Strasburg,age:25,games:33,plate_appearances:76,at_bats:60,runs:3,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:26,batting_avg:.100,onbase:.194,slugging:.117,ops:erc">.117,ops+:lugging">.311,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Tanner Roark,age:27,games:29,plate_appearances:70,at_bats:58,runs:1,hits:7,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:21,batting_avg:.121,onbase:.136,slugging:.121,ops:erc">.121,ops+:lugging">.256,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:11,sac_flies:0,intentional_walks:0
pos:P,name:Jordan Zimmermann,age:28,games:30,plate_appearances:67,at_bats:55,runs:3,hits:10,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:21,batting_avg:.182,onbase:.207,slugging:.200,ops:erc">.200,ops+:lugging">.407,bases:11,double_plays:0,hit_by_pitch:0,sac_hits:9,sac_flies:1,intentional_walks:0
pos:P,name:Doug Fister,age:30,games:24,plate_appearances:62,at_bats:52,runs:3,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:21,batting_avg:.077,onbase:.094,slugging:.096,ops:erc">.096,ops+:lugging">.190,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Gio Gonzalez,age:28,games:24,plate_appearances:52,at_bats:46,runs:3,hits:4,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:26,batting_avg:.087,onbase:.087,slugging:.174,ops:erc">.174,ops+:lugging">.261,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Blake Treinen,age:26,games:15,plate_appearances:15,at_bats:12,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:8,batting_avg:.083,onbase:.154,slugging:.083,ops:erc">.083,ops+:lugging">.237,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Taylor Jordan,age:25,games:5,plate_appearances:8,at_bats:8,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.125,onbase:.125,slugging:.125,ops:erc">.125,ops+:lugging">.250,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Craig Stammen,age:30,games:46,plate_appearances:8,at_bats:7,runs:0,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.286,onbase:.286,slugging:.429,ops:erc">.429,ops+:lugging">.714,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Ross Detwiler,age:28,games:44,plate_appearances:4,at_bats:2,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.000,onbase:.333,slugging:.000,ops:erc">.000,ops+:lugging">.333,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Taylor Hill,age:25,games:3,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tyler Clippard,age:29,games:72,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Xavier Cedeno,age:27,games:9,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jerry Blevins,age:30,games:62,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Drew Storen,age:26,games:62,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ryan Mattheus,age:30,games:6,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Thornton,age:37,games:17,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rafael Soriano,age:34,games:60,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Aaron Barrett,age:26,games:46,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
