pos:C,name:Paul Lo Duca,age:31,games:147,plate_appearances:630,at_bats:568,runs:64,hits:155,doubles:34,triples:2,home_runs:7,runs_batted_in:52,stolen_bases:0,caught_stealing:2,walks:44,strikeouts:54,batting_avg:.273,onbase:.335,slugging:.377,ops:erc">.377,ops+:lugging">.712,bases:214,double_plays:21,hit_by_pitch:10,sac_hits:7,sac_flies:1,intentional_walks:6
pos:C,name:David Ross,age:26,games:40,plate_appearances:140,at_bats:124,runs:19,hits:32,doubles:7,triples:0,home_runs:10,runs_batted_in:18,stolen_bases:0,caught_stealing:0,walks:13,strikeouts:42,batting_avg:.258,onbase:.336,slugging:.556,ops:erc">.556,ops+:lugging">.892,bases:69,double_plays:4,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:0
pos:CI,name:Ron Coomer,age:36,games:69,plate_appearances:137,at_bats:125,runs:11,hits:30,doubles:4,triples:0,home_runs:4,runs_batted_in:15,stolen_bases:0,caught_stealing:0,walks:10,strikeouts:19,batting_avg:.240,onbase:.299,slugging:.368,ops:erc">.368,ops+:lugging">.667,bases:46,double_plays:7,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:2
pos:1B,name:Robin Ventura,age:35,games:49,plate_appearances:127,at_bats:109,runs:11,hits:24,doubles:5,triples:1,home_runs:5,runs_batted_in:13,stolen_bases:0,caught_stealing:0,walks:18,strikeouts:25,batting_avg:.220,onbase:.331,slugging:.422,ops:erc">.422,ops+:lugging">.753,bases:46,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:2
pos:UT,name:Daryle Ward,age:28,games:52,plate_appearances:114,at_bats:109,runs:6,hits:20,doubles:1,triples:0,home_runs:0,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:19,batting_avg:.183,onbase:.211,slugging:.193,ops:erc">.193,ops+:lugging">.403,bases:21,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:LF,name:Rickey Henderson,age:44,games:30,plate_appearances:84,at_bats:72,runs:7,hits:15,doubles:1,triples:0,home_runs:2,runs_batted_in:5,stolen_bases:3,caught_stealing:0,walks:11,strikeouts:16,batting_avg:.208,onbase:.321,slugging:.306,ops:erc">.306,ops+:lugging">.627,bases:22,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CF,name:Wilkin Ruan,age:24,games:21,plate_appearances:41,at_bats:41,runs:2,hits:9,doubles:2,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.220,onbase:.220,slugging:.317,ops:erc">.317,ops+:lugging">.537,bases:13,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Todd Hundley,age:34,games:21,plate_appearances:41,at_bats:33,runs:2,hits:6,doubles:1,triples:0,home_runs:2,runs_batted_in:11,stolen_bases:0,caught_stealing:1,walks:8,strikeouts:13,batting_avg:.182,onbase:.341,slugging:.394,ops:erc">.394,ops+:lugging">.735,bases:13,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Larry Barnes,age:28,games:30,plate_appearances:39,at_bats:38,runs:2,hits:8,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:9,batting_avg:.211,onbase:.231,slugging:.263,ops:erc">.263,ops+:lugging">.494,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Jason Romano,age:24,games:37,plate_appearances:37,at_bats:36,runs:3,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:2,caught_stealing:0,walks:1,strikeouts:8,batting_avg:.083,onbase:.108,slugging:.083,ops:erc">.083,ops+:lugging">.191,bases:3,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Chad Hermansen,age:25,games:11,plate_appearances:27,at_bats:25,runs:2,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:9,batting_avg:.160,onbase:.222,slugging:.200,ops:erc">.200,ops+:lugging">.422,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Bubba Crosby,age:26,games:9,plate_appearances:12,at_bats:12,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.083,onbase:.083,slugging:.083,ops:erc">.083,ops+:lugging">.167,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Joe Thurston,age:23,games:12,plate_appearances:11,at_bats:10,runs:2,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.200,onbase:.273,slugging:.200,ops:erc">.200,ops+:lugging">.473,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Koyie Hill,age:24,games:3,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.333,onbase:.333,slugging:.667,ops:erc">.667,ops+:lugging">1.000,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Chin-Feng Chen,age:25,games:1,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Hideo Nomo,age:34,games:31,plate_appearances:74,at_bats:65,runs:4,hits:9,doubles:1,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:25,batting_avg:.138,onbase:.176,slugging:.200,ops:erc">.200,ops+:lugging">.376,bases:13,double_plays:1,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Brown,age:38,games:30,plate_appearances:70,at_bats:63,runs:4,hits:10,doubles:3,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:28,batting_avg:.159,onbase:.156,slugging:.206,ops:erc">.206,ops+:lugging">.363,bases:13,double_plays:1,hit_by_pitch:0,sac_hits:6,sac_flies:1,intentional_walks:0
pos:P,name:Odalis Perez,age:25,games:28,plate_appearances:63,at_bats:52,runs:3,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:14,batting_avg:.096,onbase:.113,slugging:.096,ops:erc">.096,ops+:lugging">.209,bases:5,double_plays:2,hit_by_pitch:0,sac_hits:10,sac_flies:0,intentional_walks:0
pos:P,name:Kazuhisa Ishii,age:29,games:25,plate_appearances:43,at_bats:34,runs:1,hits:1,doubles:0,triples:1,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:16,batting_avg:.029,onbase:.029,slugging:.088,ops:erc">.088,ops+:lugging">.118,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Wilson Alvarez,age:33,games:20,plate_appearances:31,at_bats:29,runs:1,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:9,batting_avg:.172,onbase:.200,slugging:.172,ops:erc">.172,ops+:lugging">.372,bases:5,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Darren Dreifort,age:31,games:10,plate_appearances:19,at_bats:15,runs:0,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:9,batting_avg:.133,onbase:.188,slugging:.200,ops:erc">.200,ops+:lugging">.388,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Andy Ashby,age:35,games:20,plate_appearances:17,at_bats:14,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:8,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Guillermo Mota,age:29,games:72,plate_appearances:9,at_bats:9,runs:1,hits:2,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.222,onbase:.222,slugging:.556,ops:erc">.556,ops+:lugging">.778,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Edwin Jackson,age:19,games:4,plate_appearances:8,at_bats:6,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.000,onbase:.143,slugging:.000,ops:erc">.000,ops+:lugging">.143,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Masao Kida,age:34,games:3,plate_appearances:4,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Paul Shuey,age:32,games:59,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rodney Myers,age:34,games:4,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Paul Quantrill,age:34,games:85,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Mullen,age:28,games:1,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steve Colyer,age:24,games:13,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tom Martin,age:33,games:77,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Troy Brohawn,age:30,games:12,plate_appearances:1,at_bats:1,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Eric Gagne,age:27,games:72,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Victor Alvarez,age:26,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
